-0.028394999	-0.0631975	-0.10814739	0.018070398	0.05340241	-0.06577665	-0.026796605	0.014502912	-0.09944964	-0.06906564	-0.033475935	-0.033971786	-0.0013909648	-0.004200649	-0.049221627	0.0060604727
0.04621951	0.0046434496	-0.03495857	0.03091841	0.013414722	-0.041695308	-0.08616621	-0.023933398	-0.103107944	-0.03294986	0.009559551	-0.029082417	-0.05190988	0.021798536	0.010952377	0.025892392
-0.10998282	-0.09572794	-0.11743065	0.04962248	0.10251918	-0.061148595	0.016396644	-0.044057228	-0.005208167	-0.11379413	-0.09730175	-0.08443978	-0.10725395	-0.10703772	-0.047684774	0.12650776
0.04805727	-0.05737897	-0.12341383	-0.014332282	0.028291997	-0.04302484	-0.061664447	-0.024877178	-0.06123809	-0.12876238	-0.02080061	0.027678715	0.0069667855	0.05543943	-0.05618501	0.07533668
-0.059995208	-0.049502775	-0.079731576	0.08246471	0.12268945	-0.08231498	-0.065887034	-0.030378122	-0.061009414	-0.055272393	-0.04890764	-0.08330016	-0.04176907	0.0020642087	-0.0905687	0.080956005
0.11368403	0.10091893	0.027486455	-0.067267396	-0.022451473	0.101684876	-0.085586004	0.028295884	-0.08823277	0.04049363	0.04510132	0.083293885	0.08206218	0.09505378	0.07491375	0.021763917
0.009760834	-0.044073116	-0.046584524	0.07300053	0.12023762	-0.07495442	-0.05641357	-0.046315894	-0.088475905	-0.093465544	-0.08774189	-0.08736828	-0.066334	-0.035638187	-0.02882432	0.11717983
-0.016052565	-0.029461222	-0.119811155	0.109248206	0.1367935	-0.05601597	-0.018029273	-0.08359764	-0.0076510836	-0.091632046	-0.06006875	-0.07559198	-0.12202418	-0.07931531	-0.036853075	0.052947264
-0.006090888	-0.009983151	-0.119641736	-0.025687374	0.07580764	-0.031846017	-0.056588363	-0.031797323	-0.06622587	-0.09836393	-0.03615697	0.017930772	-0.06490302	0.036492404	-0.056653317	0.029119784
0.09850014	0.04187825	-0.036328107	-0.09586406	-0.022326706	0.08913409	-0.059960563	0.043224692	-0.10923892	-0.08966668	0.060694356	0.10027096	0.0047163554	0.02819954	0.049022663	0.050958995
0.058224693	0.033073433	0.0153847365	-0.09236274	-0.094439656	0.06443548	-0.098945804	0.12127269	-0.09940197	0.017057536	0.11096055	0.14313349	0.09813159	0.13129738	0.12214137	0.06320986
0.10241999	0.08034186	-0.032997176	-0.09247105	-0.061799385	0.10983633	-0.06578454	0.015317475	-0.107919194	0.016622141	0.09624725	0.06740372	0.034952775	0.094400406	0.08010605	0.020529866
0.072480254	0.11065683	-0.02286829	-0.04766077	-0.0596	0.10610892	-0.12843451	0.09331296	-0.10173954	0.017909285	0.059520796	0.065033995	0.07069427	0.05155175	0.031510767	0.010508254
-0.12112028	-0.07400955	-0.070836	0.13010477	0.0992042	-0.06936215	0.025761226	-0.09916243	0.039362706	-0.08899699	-0.10953958	-0.058061518	-0.0488375	-0.081913315	-0.071413584	0.04585964
-0.008513635	-0.019016271	-0.050684948	0.031326808	0.09631095	0.03154683	-0.060991097	-0.0065843253	-0.018165285	-0.10407182	-0.01712104	-0.021922935	0.0018925546	0.011345837	-0.08114736	0.10351274
0.013584431	0.010423075	-0.044981606	-0.010508589	0.050245047	0.044296477	-0.062421896	0.047887344	-0.091087975	-0.06753684	0.017745823	-0.045663025	-0.011893868	0.040231984	-0.0031507965	0.02418641
0.098127484	0.08962613	0.065250985	-0.09508141	-0.06994964	0.12155925	-0.15571465	0.12121789	-0.07441904	0.062473595	0.108749956	0.059236538	0.14072257	0.08045676	0.11383812	0.028957263
0.091788836	0.07920693	0.02777352	-0.064193964	-0.072378345	0.123075776	-0.14562435	0.014412797	-0.048227858	-0.028966704	0.101921946	0.080882914	0.059959833	0.06674487	0.10659021	-0.0014787265
0.039139275	-0.033521865	-0.088725716	-0.007676435	0.03272021	-0.024333244	-0.075501606	-0.0110415835	-0.1049836	-0.075089514	-0.08172005	-0.05714443	-0.001175345	0.027392711	-0.02685655	0.0800848
0.09030626	0.019127151	-0.06115937	0.0002602021	0.014457536	0.0060395338	-0.13749678	0.0009330112	-0.037377965	-0.00455751	-0.0066060643	0.05097709	-0.032821484	0.04593919	-0.030284826	0.027065843
0.13591816	0.0668314	0.03888864	-0.079734474	-0.06782484	0.1301917	-0.13385944	0.027892398	-0.08144178	0.034774896	0.10924963	0.05335861	0.117221564	0.05600823	0.04502546	-0.034554217
-0.059685297	-0.058064844	-0.11160151	0.085857965	0.12541728	-0.022438807	-0.08287054	-0.046955764	-0.04996146	-0.083683036	-0.034565438	-0.017583618	-0.072470434	-0.029310362	-0.10535339	0.065460294
0.081531726	-0.034425348	-0.05211634	0.014153028	-0.019779215	-0.004529487	-0.10017648	0.06581961	-0.10376033	-0.013803738	0.02240563	0.028107693	0.0077857752	0.01355599	0.02999524	0.08085408
-0.11767736	-0.12406962	-0.064842135	0.10795137	0.08232441	-0.1273213	-0.012017336	-0.095945686	0.055587083	-0.15721731	-0.07797843	-0.1519148	-0.099189274	-0.1252073	-0.14174275	0.030856386
0.13829127	0.10154924	0.023092112	-0.115317814	-0.05781903	0.095750384	-0.12351965	0.109434776	-0.14227743	0.03431191	0.12630986	0.12360957	0.06561912	0.109913945	0.05845825	-0.041818574
0.095542826	0.048748713	0.05642267	-0.13280293	-0.053839028	0.07021751	-0.114174016	0.054942623	-0.13197823	0.09895806	0.0806566	0.11113275	0.12967584	0.14016475	0.07785095	-0.053826198
-0.06913642	-0.06254123	-0.088057	0.05924502	0.043765835	-0.08165517	-0.03659661	-0.029431416	0.032438986	-0.09414482	-0.05442993	-0.050529115	-0.054532234	-0.016811784	-0.0663305	0.10736749
0.060343012	-0.05431385	-0.048720513	-0.0012007328	0.06032011	-0.009233945	-0.1141846	0.05950908	-0.088569425	-0.0700982	0.026138255	-0.016530072	-0.023930883	0.045031104	-0.055620026	0.028285798
-0.0074311974	-0.031990193	-0.052706186	-0.01709187	0.065325715	-0.07834991	-0.041741055	-0.041127335	-0.017971441	-0.08051736	-0.01265353	-0.023810625	-0.080520995	0.017465582	-0.073987	0.06593923
0.040796846	0.030895563	-0.027664917	-0.056501497	-0.045849834	0.079895444	-0.10486633	0.05424533	-0.10920924	0.0847359	0.10485922	0.08612343	0.06789784	0.11178927	0.10474289	0.047159787
0.07634137	0.044030737	-0.017344248	-0.04990885	0.005317744	-0.0057150787	-0.10170758	0.06629575	-0.12768522	0.0052348664	0.060260925	0.048558675	-0.005475021	0.062040105	-0.020681333	0.07827368
-0.022558762	-0.0637738	-0.027574105	0.04061899	0.064472765	-0.00291252	-0.0948211	-0.01630517	-0.06887823	-0.095726006	-0.08862985	-0.06275782	-0.06810014	0.029029984	-0.06655282	0.042461824
